path,label,speaker_id
audio/bonafide_0023.wav,0,Mark Zuckerberg
audio/bonafide_0024.wav,0,Alec Guinness
audio/spoof_0022.wav,1,Alec Guinness
audio/bonafide_0025.wav,0,Richard Nixon
audio/bonafide_0026.wav,0,Barack Obama
audio/spoof_0023.wav,1,George W. Bush
audio/bonafide_0027.wav,0,Dave Chappelle
audio/bonafide_0028.wav,0,Bernie Sanders
audio/bonafide_0029.wav,0,Boris Johnson
audio/bonafide_0030.wav,0,Martin Luther King
audio/bonafide_0031.wav,0,Bill Clinton
audio/bonafide_0032.wav,0,JFK
audio/spoof_0024.wav,1,Alan Watts
audio/bonafide_0033.wav,0,Mark Zuckerberg
audio/spoof_0025.wav,1,Louis C.K.
audio/spoof_0026.wav,1,The Notorious B.I.G.
audio/spoof_0027.wav,1,Alec Guinness
audio/spoof_0028.wav,1,Ronald Reagan
audio/spoof_0029.wav,1,Ayn Rand
audio/bonafide_0034.wav,0,Ayn Rand
audio/spoof_0030.wav,1,Mark Zuckerberg
audio/bonafide_0035.wav,0,Barack Obama
audio/bonafide_0036.wav,0,Bernie Sanders
audio/spoof_0031.wav,1,Bernie Sanders
audio/spoof_0032.wav,1,Bernie Sanders
audio/bonafide_0037.wav,0,Alan Watts
audio/bonafide_0038.wav,0,Jimmy Carter
audio/bonafide_0039.wav,0,Barack Obama
audio/bonafide_0040.wav,0,Bill Clinton
audio/bonafide_0041.wav,0,Christopher Hitchens
audio/bonafide_0042.wav,0,Winston Churchill
audio/spoof_0033.wav,1,Bill Clinton
audio/bonafide_0043.wav,0,Alec Guinness
audio/bonafide_0044.wav,0,Dwight Eisenhower
audio/spoof_0034.wav,1,2Pac
audio/bonafide_0045.wav,0,Donald Trump
audio/spoof_0035.wav,1,Bernie Sanders
audio/bonafide_0046.wav,0,Alec Guinness
audio/bonafide_0047.wav,0,Bill Clinton
audio/bonafide_0048.wav,0,Bernie Sanders
audio/bonafide_0049.wav,0,Bernie Sanders
audio/bonafide_0050.wav,0,Alec Guinness
audio/bonafide_0051.wav,0,Alec Guinness
audio/bonafide_0052.wav,0,Ronald Reagan
audio/bonafide_0053.wav,0,Barack Obama
audio/bonafide_0054.wav,0,Donald Trump
audio/spoof_0036.wav,1,Bill Clinton
audio/spoof_0037.wav,1,Mitch Hedberg
audio/bonafide_0055.wav,0,Ayn Rand
audio/bonafide_0056.wav,0,Barack Obama
audio/bonafide_0057.wav,0,Bill Clinton
audio/bonafide_0058.wav,0,Alec Guinness
audio/bonafide_0059.wav,0,Barack Obama
audio/bonafide_0060.wav,0,Bernie Sanders
audio/bonafide_0061.wav,0,Bill Burr
audio/bonafide_0062.wav,0,Alexandria Ocasio-Cortez
audio/spoof_0038.wav,1,Christopher Hitchens
audio/bonafide_0063.wav,0,Milton Friedman
audio/spoof_0039.wav,1,Bernie Sanders
audio/bonafide_0064.wav,0,Bernie Sanders
audio/bonafide_0065.wav,0,Christopher Hitchens
audio/bonafide_0066.wav,0,FDR
audio/spoof_0040.wav,1,Alec Guinness
audio/bonafide_0067.wav,0,Donald Trump
audio/bonafide_0068.wav,0,Arnold Schwarzenegger
audio/spoof_0041.wav,1,Milton Friedman
audio/bonafide_0069.wav,0,Barack Obama
audio/bonafide_0070.wav,0,Barack Obama
audio/bonafide_0071.wav,0,Donald Trump
audio/spoof_0042.wav,1,Ayn Rand
audio/bonafide_0072.wav,0,Bill Clinton
audio/spoof_0043.wav,1,FDR
audio/spoof_0044.wav,1,Alan Watts
audio/spoof_0045.wav,1,Bernie Sanders
audio/bonafide_0073.wav,0,Barack Obama
audio/bonafide_0074.wav,0,Barack Obama
audio/bonafide_0075.wav,0,Ayn Rand
audio/spoof_0046.wav,1,FDR
audio/bonafide_0076.wav,0,Donald Trump
audio/bonafide_0077.wav,0,Barack Obama
audio/bonafide_0078.wav,0,Donald Trump
audio/spoof_0047.wav,1,Mitch Hedberg
audio/spoof_0048.wav,1,George W. Bush
audio/spoof_0049.wav,1,Alan Watts
audio/bonafide_0079.wav,0,Milton Friedman
audio/bonafide_0080.wav,0,Bernie Sanders
audio/bonafide_0081.wav,0,Bill Clinton
audio/spoof_0050.wav,1,JFK
audio/bonafide_0082.wav,0,Barack Obama
audio/bonafide_0083.wav,0,Donald Trump
audio/spoof_0051.wav,1,Bernie Sanders
audio/spoof_0052.wav,1,Alec Guinness
audio/bonafide_0084.wav,0,Bill Clinton
audio/spoof_0053.wav,1,Donald Trump
audio/spoof_0054.wav,1,Bernie Sanders
audio/bonafide_0085.wav,0,Alec Guinness
audio/bonafide_0086.wav,0,Mark Zuckerberg
audio/bonafide_0087.wav,0,Mark Zuckerberg
audio/bonafide_0088.wav,0,Ayn Rand
audio/spoof_0055.wav,1,Queen Elizabeth II
audio/bonafide_0089.wav,0,Barack Obama
audio/spoof_0056.wav,1,The Notorious B.I.G.
audio/bonafide_0090.wav,0,Alec Guinness
audio/spoof_0057.wav,1,Jerry Seinfeld
audio/bonafide_0091.wav,0,Martin Luther King
audio/spoof_0058.wav,1,Queen Elizabeth II
audio/bonafide_0092.wav,0,Martin Luther King
audio/bonafide_0093.wav,0,Christopher Hitchens
audio/spoof_0059.wav,1,2Pac
audio/bonafide_0094.wav,0,Winston Churchill
audio/spoof_0060.wav,1,Alec Guinness
audio/bonafide_0095.wav,0,Martin Luther King
audio/bonafide_0096.wav,0,Bill Clinton
audio/bonafide_0097.wav,0,Donald Trump
audio/spoof_0061.wav,1,Bernie Sanders
audio/bonafide_0098.wav,0,Martin Luther King
audio/bonafide_0099.wav,0,Donald Trump
audio/bonafide_0100.wav,0,Donald Trump
audio/spoof_0062.wav,1,Alec Guinness
audio/bonafide_0101.wav,0,Barack Obama
audio/spoof_0063.wav,1,George W. Bush
audio/bonafide_0102.wav,0,Alec Guinness
audio/bonafide_0103.wav,0,Ayn Rand
audio/bonafide_0104.wav,0,Alec Guinness
audio/bonafide_0105.wav,0,Ayn Rand
audio/spoof_0064.wav,1,Tucker Carlson
audio/bonafide_0106.wav,0,Donald Trump
audio/spoof_0065.wav,1,Ayn Rand
audio/bonafide_0107.wav,0,Christopher Hitchens
audio/spoof_0066.wav,1,Alec Guinness
audio/spoof_0067.wav,1,Nelson Mandela
audio/bonafide_0108.wav,0,Barack Obama
audio/bonafide_0109.wav,0,JFK
audio/bonafide_0110.wav,0,Ronald Reagan
audio/spoof_0068.wav,1,Ayn Rand
audio/bonafide_0111.wav,0,Donald Trump
audio/bonafide_0112.wav,0,Christopher Hitchens
audio/spoof_0069.wav,1,Ayn Rand
audio/bonafide_0113.wav,0,Bernie Sanders
audio/spoof_0070.wav,1,Barack Obama
audio/bonafide_0114.wav,0,Winston Churchill
audio/spoof_0071.wav,1,Alec Guinness
audio/bonafide_0115.wav,0,Bernie Sanders
audio/spoof_0072.wav,1,Milton Friedman
audio/bonafide_0116.wav,0,Bernie Sanders
audio/spoof_0073.wav,1,Barack Obama
audio/spoof_0074.wav,1,Mark Zuckerberg
audio/bonafide_0117.wav,0,Winston Churchill
audio/spoof_0075.wav,1,The Notorious B.I.G.
audio/bonafide_0118.wav,0,Bernie Sanders
audio/bonafide_0119.wav,0,Barack Obama
audio/bonafide_0120.wav,0,Bernie Sanders
audio/bonafide_0121.wav,0,Barack Obama
audio/bonafide_0122.wav,0,Bernie Sanders
audio/bonafide_0123.wav,0,Barack Obama
audio/bonafide_0124.wav,0,Donald Trump
audio/bonafide_0125.wav,0,Donald Trump
audio/bonafide_0126.wav,0,Ayn Rand
audio/bonafide_0127.wav,0,Barack Obama
audio/bonafide_0128.wav,0,Donald Trump
audio/bonafide_0129.wav,0,Donald Trump
audio/bonafide_0130.wav,0,Ayn Rand
audio/spoof_0076.wav,1,Jerry Seinfeld
audio/bonafide_0131.wav,0,Bernie Sanders
audio/spoof_0077.wav,1,Nelson Mandela
audio/bonafide_0132.wav,0,Alec Guinness
audio/spoof_0078.wav,1,Ronald Reagan
audio/bonafide_0133.wav,0,Ronald Reagan
audio/bonafide_0134.wav,0,FDR
audio/spoof_0079.wav,1,George W. Bush
audio/spoof_0080.wav,1,Alec Guinness
audio/bonafide_0135.wav,0,Mark Zuckerberg
audio/bonafide_0136.wav,0,Richard Nixon
audio/bonafide_0137.wav,0,Donald Trump
audio/bonafide_0138.wav,0,Donald Trump
audio/bonafide_0139.wav,0,Ronald Reagan
audio/bonafide_0140.wav,0,Richard Nixon
audio/bonafide_0141.wav,0,Donald Trump
audio/bonafide_0142.wav,0,Barack Obama
audio/spoof_0081.wav,1,John Cleese
audio/spoof_0082.wav,1,Bill Clinton
audio/spoof_0083.wav,1,Nelson Mandela
audio/bonafide_0143.wav,0,Barack Obama
audio/bonafide_0144.wav,0,Alec Guinness
audio/spoof_0084.wav,1,The Notorious B.I.G.
audio/bonafide_0145.wav,0,Christopher Hitchens
audio/spoof_0085.wav,1,Frank Sinatra
audio/bonafide_0146.wav,0,Alexandria Ocasio-Cortez
audio/bonafide_0147.wav,0,Louis Farrakhan
audio/bonafide_0148.wav,0,Winston Churchill
audio/bonafide_0149.wav,0,Christopher Hitchens
audio/spoof_0086.wav,1,Alec Guinness
audio/bonafide_0150.wav,0,Christopher Hitchens
audio/bonafide_0151.wav,0,Bill Clinton
audio/bonafide_0152.wav,0,Louis Farrakhan
audio/bonafide_0153.wav,0,JFK
audio/bonafide_0154.wav,0,Ronald Reagan
audio/bonafide_0155.wav,0,Ayn Rand
audio/bonafide_0156.wav,0,Donald Trump
audio/bonafide_0157.wav,0,Barack Obama
audio/bonafide_0158.wav,0,Ronald Reagan
audio/spoof_0087.wav,1,Martin Luther King
audio/bonafide_0159.wav,0,Norm MacDonald
audio/bonafide_0160.wav,0,Christopher Hitchens
audio/bonafide_0161.wav,0,Alec Guinness
audio/bonafide_0162.wav,0,Donald Trump
audio/spoof_0088.wav,1,Barack Obama
audio/bonafide_0163.wav,0,Queen Elizabeth II
audio/spoof_0089.wav,1,Alexandria Ocasio-Cortez
audio/bonafide_0164.wav,0,Bernie Sanders
audio/bonafide_0165.wav,0,Alec Guinness
audio/bonafide_0166.wav,0,Winston Churchill
audio/spoof_0090.wav,1,Richard Nixon
audio/bonafide_0167.wav,0,Barack Obama
audio/bonafide_0168.wav,0,Bernie Sanders
audio/bonafide_0169.wav,0,Donald Trump
audio/spoof_0091.wav,1,Alec Guinness
audio/bonafide_0170.wav,0,Arnold Schwarzenegger
audio/bonafide_0171.wav,0,Ayn Rand
audio/bonafide_0172.wav,0,Gilbert Gottfried
audio/spoof_0092.wav,1,Alec Guinness
audio/bonafide_0173.wav,0,Bernie Sanders
audio/spoof_0093.wav,1,Alec Guinness
audio/bonafide_0174.wav,0,Donald Trump
audio/spoof_0094.wav,1,Ayn Rand
audio/spoof_0095.wav,1,Queen Elizabeth II
audio/spoof_0096.wav,1,Ronald Reagan
audio/bonafide_0175.wav,0,Barack Obama
audio/spoof_0097.wav,1,Mark Zuckerberg
audio/bonafide_0176.wav,0,Bill Burr
audio/spoof_0098.wav,1,Alec Guinness
audio/bonafide_0177.wav,0,Barack Obama
audio/spoof_0099.wav,1,Ayn Rand
audio/spoof_0100.wav,1,Bill Clinton
audio/bonafide_0178.wav,0,Donald Trump
audio/bonafide_0179.wav,0,Bernie Sanders
audio/bonafide_0180.wav,0,Barack Obama
audio/spoof_0101.wav,1,Ayn Rand
audio/spoof_0102.wav,1,John Cleese
audio/bonafide_0181.wav,0,Ayn Rand
audio/spoof_0103.wav,1,Winston Churchill
audio/bonafide_0182.wav,0,George Carlin
audio/spoof_0104.wav,1,Bill Clinton
audio/bonafide_0183.wav,0,Barack Obama
audio/bonafide_0184.wav,0,Ayn Rand
audio/bonafide_0185.wav,0,Donald Trump
audio/bonafide_0186.wav,0,Winston Churchill
audio/spoof_0105.wav,1,Bernie Sanders
audio/spoof_0106.wav,1,Bernie Sanders
audio/spoof_0107.wav,1,Bernie Sanders
audio/spoof_0108.wav,1,Dwight Eisenhower
audio/spoof_0109.wav,1,Alec Guinness
audio/spoof_0110.wav,1,Malcolm X
audio/bonafide_0187.wav,0,Ayn Rand
audio/bonafide_0188.wav,0,Donald Trump
audio/bonafide_0189.wav,0,Bill Clinton
audio/bonafide_0190.wav,0,Barack Obama
audio/spoof_0111.wav,1,Alec Guinness
audio/spoof_0112.wav,1,Louis Farrakhan
audio/bonafide_0191.wav,0,Barack Obama
audio/bonafide_0192.wav,0,Martin Luther King
audio/bonafide_0193.wav,0,George Carlin
audio/spoof_0113.wav,1,Ronald Reagan
audio/bonafide_0194.wav,0,Ronald Reagan
audio/bonafide_0195.wav,0,Bernie Sanders
audio/spoof_0114.wav,1,JFK
audio/bonafide_0196.wav,0,Barack Obama
audio/spoof_0115.wav,1,Christopher Hitchens
audio/bonafide_0197.wav,0,Nelson Mandela
audio/bonafide_0198.wav,0,Christopher Hitchens
audio/bonafide_0199.wav,0,Barack Obama
audio/bonafide_0200.wav,0,Bernie Sanders
audio/spoof_0116.wav,1,Arnold Schwarzenegger
audio/spoof_0117.wav,1,Gilbert Gottfried
audio/spoof_0118.wav,1,Ronald Reagan
audio/bonafide_0201.wav,0,FDR
audio/bonafide_0202.wav,0,Christopher Hitchens
audio/bonafide_0203.wav,0,Barack Obama
audio/bonafide_0204.wav,0,Louis Farrakhan
audio/spoof_0119.wav,1,Barack Obama
audio/bonafide_0205.wav,0,Barack Obama
audio/bonafide_0206.wav,0,Robert Kardashian
audio/bonafide_0207.wav,0,Barack Obama
audio/bonafide_0208.wav,0,Ronald Reagan
audio/bonafide_0209.wav,0,John Cleese
audio/bonafide_0210.wav,0,Bernie Sanders
audio/bonafide_0211.wav,0,Barack Obama
audio/bonafide_0212.wav,0,Malcolm X
audio/bonafide_0213.wav,0,FDR
audio/bonafide_0214.wav,0,Barack Obama
audio/bonafide_0215.wav,0,Bill Burr
audio/bonafide_0216.wav,0,Robert Kardashian
audio/bonafide_0217.wav,0,Bernie Sanders
audio/spoof_0120.wav,1,Ronald Reagan
audio/spoof_0121.wav,1,Ronald Reagan
audio/bonafide_0218.wav,0,Ronald Reagan
audio/spoof_0122.wav,1,Bill Clinton
audio/spoof_0123.wav,1,Frank Sinatra
audio/bonafide_0219.wav,0,Alec Guinness
audio/spoof_0124.wav,1,Kamala Harris
audio/bonafide_0220.wav,0,Mark Zuckerberg
audio/spoof_0125.wav,1,Richard Nixon
audio/spoof_0126.wav,1,George W. Bush
audio/bonafide_0221.wav,0,Donald Trump
audio/spoof_0127.wav,1,Alec Guinness
audio/bonafide_0222.wav,0,Winston Churchill
audio/spoof_0128.wav,1,Bill Clinton
audio/bonafide_0223.wav,0,Barack Obama
audio/spoof_0129.wav,1,Orson Welles
audio/spoof_0130.wav,1,Martin Luther King
audio/bonafide_0224.wav,0,Bill Clinton
audio/bonafide_0225.wav,0,Ronald Reagan
audio/spoof_0131.wav,1,Ronald Reagan
audio/bonafide_0226.wav,0,Ayn Rand
audio/bonafide_0227.wav,0,Louis Farrakhan
audio/bonafide_0228.wav,0,Barack Obama
audio/spoof_0132.wav,1,Bill Clinton
audio/bonafide_0229.wav,0,Bill Clinton
audio/bonafide_0230.wav,0,Barack Obama
audio/bonafide_0231.wav,0,Alexandria Ocasio-Cortez
audio/bonafide_0232.wav,0,Barack Obama
audio/bonafide_0233.wav,0,Bill Clinton
audio/bonafide_0234.wav,0,Winston Churchill
audio/spoof_0133.wav,1,Arnold Schwarzenegger
audio/bonafide_0235.wav,0,Barack Obama
audio/bonafide_0236.wav,0,Christopher Hitchens
audio/bonafide_0237.wav,0,Louis Farrakhan
audio/spoof_0134.wav,1,Alec Guinness
audio/bonafide_0238.wav,0,Ayn Rand
audio/spoof_0135.wav,1,Christopher Hitchens
audio/spoof_0136.wav,1,Alec Guinness
audio/bonafide_0239.wav,0,Alec Guinness
audio/bonafide_0240.wav,0,Barack Obama
audio/bonafide_0241.wav,0,Ayn Rand
audio/bonafide_0242.wav,0,Christopher Hitchens
audio/spoof_0137.wav,1,Alec Guinness
audio/bonafide_0243.wav,0,Barack Obama
audio/bonafide_0244.wav,0,Arnold Schwarzenegger
audio/bonafide_0245.wav,0,Ronald Reagan
audio/bonafide_0246.wav,0,Donald Trump
audio/bonafide_0247.wav,0,Louis Farrakhan
audio/bonafide_0248.wav,0,Christopher Hitchens
audio/bonafide_0249.wav,0,Alec Guinness
audio/bonafide_0250.wav,0,Barack Obama
audio/bonafide_0251.wav,0,Richard Nixon
audio/spoof_0138.wav,1,Louis Farrakhan
audio/spoof_0139.wav,1,Ronald Reagan
audio/spoof_0140.wav,1,Donald Trump
audio/spoof_0141.wav,1,Alec Guinness
audio/bonafide_0252.wav,0,Barack Obama
audio/spoof_0142.wav,1,Martin Luther King
audio/bonafide_0253.wav,0,Milton Friedman
audio/spoof_0143.wav,1,Mark Zuckerberg
audio/spoof_0144.wav,1,Bernie Sanders
audio/spoof_0145.wav,1,Alec Guinness
audio/bonafide_0254.wav,0,Donald Trump
audio/bonafide_0255.wav,0,Winston Churchill
audio/spoof_0146.wav,1,Alan Watts
audio/spoof_0147.wav,1,FDR
audio/bonafide_0256.wav,0,Barack Obama
audio/bonafide_0257.wav,0,Christopher Hitchens
audio/bonafide_0258.wav,0,Donald Trump
audio/bonafide_0259.wav,0,Donald Trump
audio/spoof_0148.wav,1,2Pac
audio/bonafide_0260.wav,0,Bernie Sanders
audio/bonafide_0261.wav,0,Boris Johnson
audio/bonafide_0262.wav,0,Donald Trump
audio/bonafide_0263.wav,0,JFK
audio/bonafide_0264.wav,0,Donald Trump
audio/bonafide_0265.wav,0,Dwight Eisenhower
audio/bonafide_0266.wav,0,Christopher Hitchens
audio/spoof_0149.wav,1,Nelson Mandela
audio/bonafide_0267.wav,0,Robert Kardashian
audio/bonafide_0268.wav,0,Nick Offerman
audio/bonafide_0269.wav,0,Barack Obama
audio/bonafide_0270.wav,0,Barack Obama
audio/spoof_0150.wav,1,Bernie Sanders
audio/spoof_0151.wav,1,Bernie Sanders
audio/bonafide_0271.wav,0,Louis Farrakhan
audio/bonafide_0272.wav,0,Bernie Sanders
audio/bonafide_0273.wav,0,George Carlin
audio/bonafide_0274.wav,0,Dwight Eisenhower
audio/spoof_0152.wav,1,Mark Zuckerberg
audio/bonafide_0275.wav,0,Barack Obama
audio/bonafide_0276.wav,0,Bernie Sanders
audio/bonafide_0277.wav,0,Alec Guinness
audio/bonafide_0278.wav,0,Donald Trump
audio/spoof_0153.wav,1,Alan Watts
audio/spoof_0154.wav,1,Bob Ross
audio/bonafide_0279.wav,0,Donald Trump
audio/bonafide_0280.wav,0,JFK
audio/bonafide_0281.wav,0,Mark Zuckerberg
audio/spoof_0155.wav,1,Boris Johnson
audio/bonafide_0282.wav,0,Donald Trump
audio/bonafide_0283.wav,0,Tucker Carlson
audio/spoof_0156.wav,1,Donald Trump
audio/spoof_0157.wav,1,Bernie Sanders
audio/bonafide_0284.wav,0,Gilbert Gottfried
audio/spoof_0158.wav,1,Arnold Schwarzenegger
audio/spoof_0159.wav,1,Nelson Mandela
audio/spoof_0160.wav,1,Mark Zuckerberg
audio/bonafide_0285.wav,0,Bernie Sanders
audio/bonafide_0286.wav,0,Bernie Sanders
audio/bonafide_0287.wav,0,Barack Obama
audio/bonafide_0288.wav,0,Ayn Rand
audio/bonafide_0289.wav,0,Ayn Rand
audio/spoof_0161.wav,1,Winston Churchill
audio/bonafide_0290.wav,0,Bernie Sanders
audio/bonafide_0291.wav,0,Donald Trump
audio/spoof_0162.wav,1,Ronald Reagan
audio/bonafide_0292.wav,0,Robert Kardashian
audio/bonafide_0293.wav,0,Donald Trump
audio/spoof_0163.wav,1,Ronald Reagan
audio/bonafide_0294.wav,0,Christopher Hitchens
audio/bonafide_0295.wav,0,Bernie Sanders
audio/spoof_0164.wav,1,Martin Luther King
audio/bonafide_0296.wav,0,Alec Guinness
audio/bonafide_0297.wav,0,Ayn Rand
audio/spoof_0165.wav,1,Ronald Reagan
audio/spoof_0166.wav,1,Bernie Sanders
audio/bonafide_0298.wav,0,Barack Obama
audio/spoof_0167.wav,1,Alec Guinness
audio/bonafide_0299.wav,0,Donald Trump
audio/bonafide_0300.wav,0,Donald Trump
audio/bonafide_0301.wav,0,Barack Obama
audio/bonafide_0302.wav,0,Barack Obama
audio/bonafide_0303.wav,0,Milton Friedman
audio/bonafide_0304.wav,0,Alec Guinness
audio/bonafide_0305.wav,0,Barack Obama
audio/spoof_0168.wav,1,Donald Trump
audio/bonafide_0306.wav,0,Christopher Hitchens
audio/bonafide_0307.wav,0,Donald Trump
audio/bonafide_0308.wav,0,Alec Guinness
audio/bonafide_0309.wav,0,Donald Trump
audio/bonafide_0310.wav,0,Bernie Sanders
audio/bonafide_0311.wav,0,Donald Trump
audio/spoof_0169.wav,1,Alec Guinness
audio/bonafide_0312.wav,0,Donald Trump
audio/bonafide_0313.wav,0,Barack Obama
audio/spoof_0170.wav,1,Alec Guinness
audio/bonafide_0314.wav,0,Bill Clinton
audio/bonafide_0315.wav,0,Ayn Rand
audio/bonafide_0316.wav,0,Alec Guinness
audio/spoof_0171.wav,1,Alec Guinness
audio/spoof_0172.wav,1,Gilbert Gottfried
audio/spoof_0173.wav,1,Gilbert Gottfried
audio/spoof_0174.wav,1,Norm MacDonald
audio/spoof_0175.wav,1,Ronald Reagan
audio/spoof_0176.wav,1,Milton Friedman
audio/spoof_0177.wav,1,Richard Nixon
audio/spoof_0178.wav,1,Bernie Sanders
audio/bonafide_0317.wav,0,FDR
audio/bonafide_0318.wav,0,Alec Guinness
audio/bonafide_0319.wav,0,Bernie Sanders
audio/bonafide_0320.wav,0,Donald Trump
audio/bonafide_0321.wav,0,Christopher Hitchens
audio/bonafide_0322.wav,0,Christopher Hitchens
audio/spoof_0179.wav,1,Alec Guinness
audio/bonafide_0323.wav,0,Bernie Sanders
audio/bonafide_0324.wav,0,Christopher Hitchens
audio/spoof_0180.wav,1,Milton Friedman
audio/bonafide_0325.wav,0,Bernie Sanders
audio/bonafide_0326.wav,0,Arnold Schwarzenegger
audio/bonafide_0327.wav,0,Barack Obama
audio/spoof_0181.wav,1,Gilbert Gottfried
audio/bonafide_0328.wav,0,Alan Watts
audio/bonafide_0329.wav,0,Bill Burr
audio/spoof_0182.wav,1,Louis C.K.
audio/bonafide_0330.wav,0,FDR
audio/spoof_0183.wav,1,Richard Nixon
audio/spoof_0184.wav,1,Bill Clinton
audio/bonafide_0331.wav,0,JFK
audio/bonafide_0332.wav,0,Donald Trump
audio/bonafide_0333.wav,0,Milton Friedman
audio/spoof_0185.wav,1,Alec Guinness
audio/bonafide_0334.wav,0,Barack Obama
audio/bonafide_0335.wav,0,Barack Obama
audio/bonafide_0336.wav,0,Alec Guinness
audio/bonafide_0337.wav,0,Louis Farrakhan
audio/bonafide_0338.wav,0,Barack Obama
audio/spoof_0186.wav,1,Mark Zuckerberg
audio/spoof_0187.wav,1,The Notorious B.I.G.
audio/spoof_0188.wav,1,FDR
audio/spoof_0189.wav,1,Alan Watts
audio/bonafide_0339.wav,0,Alec Guinness
audio/bonafide_0340.wav,0,Barack Obama
audio/spoof_0190.wav,1,Ronald Reagan
audio/bonafide_0341.wav,0,John Cleese
audio/bonafide_0342.wav,0,Donald Trump
audio/bonafide_0343.wav,0,Barack Obama
audio/spoof_0191.wav,1,The Notorious B.I.G.
audio/spoof_0192.wav,1,Winston Churchill
audio/spoof_0193.wav,1,JFK
audio/spoof_0194.wav,1,The Notorious B.I.G.
audio/bonafide_0344.wav,0,Bernie Sanders
audio/spoof_0195.wav,1,Ayn Rand
audio/spoof_0196.wav,1,Ayn Rand
audio/spoof_0197.wav,1,Louis Farrakhan
audio/bonafide_0345.wav,0,Winston Churchill
audio/spoof_0198.wav,1,Alec Guinness
audio/spoof_0199.wav,1,Milton Friedman
audio/spoof_0200.wav,1,Bernie Sanders
audio/spoof_0201.wav,1,FDR
audio/bonafide_0346.wav,0,Bernie Sanders
audio/spoof_0202.wav,1,JFK
audio/spoof_0203.wav,1,Mark Zuckerberg
audio/bonafide_0347.wav,0,Donald Trump
audio/bonafide_0348.wav,0,Alexandria Ocasio-Cortez
audio/bonafide_0349.wav,0,Donald Trump
audio/bonafide_0350.wav,0,Winston Churchill
audio/bonafide_0351.wav,0,Donald Trump
audio/bonafide_0352.wav,0,Donald Trump
audio/spoof_0204.wav,1,Barack Obama
audio/bonafide_0353.wav,0,Alec Guinness
audio/bonafide_0354.wav,0,Ayn Rand
audio/spoof_0205.wav,1,Malcolm X
audio/spoof_0206.wav,1,Alec Guinness
audio/spoof_0207.wav,1,Alec Guinness
audio/bonafide_0355.wav,0,Bill Clinton
audio/bonafide_0356.wav,0,Mark Zuckerberg
audio/spoof_0208.wav,1,Queen Elizabeth II
audio/spoof_0209.wav,1,Alec Guinness
audio/spoof_0210.wav,1,Richard Nixon
audio/bonafide_0357.wav,0,Adam Driver
audio/spoof_0211.wav,1,Bernie Sanders
audio/spoof_0212.wav,1,The Notorious B.I.G.
audio/spoof_0213.wav,1,Christopher Hitchens
audio/spoof_0214.wav,1,The Notorious B.I.G.
audio/spoof_0215.wav,1,Christopher Hitchens
audio/spoof_0216.wav,1,Alec Guinness
audio/bonafide_0358.wav,0,2Pac
audio/bonafide_0359.wav,0,Bernie Sanders
audio/spoof_0217.wav,1,Christopher Hitchens
audio/spoof_0218.wav,1,Ayn Rand
audio/spoof_0219.wav,1,Alec Guinness
audio/bonafide_0360.wav,0,Alec Guinness
audio/bonafide_0361.wav,0,JFK
audio/bonafide_0362.wav,0,Donald Trump
audio/bonafide_0363.wav,0,Christopher Hitchens
audio/bonafide_0364.wav,0,Christopher Hitchens
